America’s Misguided Immigration Debate	アメリカ の 見当 違い な 移民 討論
Many other names could be added to the list.	この 人物 リスト に は まだまだ 追加 が できる だろう 。
The list tells us two things.	この リスト が 我々 に 示す の は 2 点 だ 。
One is that a surprising number of populist leaders have managed to get themselves into power in recent years.	ひと つ は 、 近年 めざましい 数 の 人民 主義 リーダー が 、 権力 獲得 に こぎつけ て いる こと で ある 。
Their success reflects the electorate’s uncertainties and, increasingly, the perceived injustices of globalization, as well as the fear of many about minorities, immigrants, and foreigners in general.	彼 ら の 成功 は 、 投票 者 の 不 安定 、 そして 、 少数 派 、 移民 、 また 外国 人 全般 に 関し て 多く の 人 が 抱く 恐れ と 同時 に 、 グローバリゼーション の 不 公平 の 認識 を 、 ますます 強く 反映 し て いる 。
These populists promise solutions that dispense with the habits and norms of moderation, notably with centrist democratic policies and an internationalism that seeks to promote peace and prosperity.	これ ら 人民 主義 者 は 、 節制 の 傾向 と 規範 、 とりわけ 中道 民主 主義 政策 と 、 平和 および 繁栄 を 促進 しよう と する 国際 主義 を 省く 解決 策 を 、 公約 に 上げる 。
One sometimes wonders whether we are experiencing not so much the end of history as the end of enlightened history, perhaps of the enlightenment itself.	時折 、 我々 が 経験 し て いる の は 歴史 の 終わり と いう より も 、 啓発 さ れ た 歴史 の 、 あるいは もし か する と 啓発 その もの の 、 終焉 な の だろう か と 考え て しまう 。
But another look at the list of populists tells us something else as well: most of them do not last.	しかし 、 また 別 の 見 方 を すれ ば 、 人道 主義 者 の リスト は 他 の こと も 示し て くれる 。 大体 の 場合 、 長く は 続か ない と いう こと で ある 。
As long as they accept elections and election results, they may be gone almost as quickly as they arrived.	選挙 と 選挙 結果 を 受け入れる 限り 、 彼 ら は 現れ た とき と 同じ 速 さ で 消え て いく こと も ある 。
It does not take long for voters to discover that the promises of populists were empty.	人民 主義 者 の 公約 が 空 約束 で あっ た と 投票 者 が 気づく まで に 、 長く は かから ない 。
Once in power, they simply make for bad government.	いったん 政権 を 握っ た 彼 ら は 、 ひたすら 粗悪 政府 を 推し進める だけ だ 。
Taking two recent European examples, Poles and Slovaks will likely soon realize that their new populist governments do more harm than good to the people and their country.	最近 の ヨーロッパ の ２ 例 を 見る と 、 ポーランド と スロバキア は 、 彼 ら の 新しい 人民 主義 政府 が 人民 と 国 に もたらす 害 の ほう が 、 益 より も 大きい と いう こと を 、 ま も なく 悟る こと だろう 。
To be sure, this is not much of a consolation.	確か に 、 これ は たいした 慰め に は なら ない 。
For one thing, some populist leaders may not accept the result of the next elections.	ひと つ に は 、 一部 の 人民 主義 リーダー が 、 次回 選挙 の 結果 を 受け入れ ない か も しれ ない こと が ある 。
It took Silvio Berlusconi quite a while to admit that he had lost.	シル ビオ ･ ベルルスコーニ が 敗北 を 認める まで に 、 随分 時間 が かかっ た 。
Beyond that, populist episodes are signs of an underlying instability that neither serves national progress nor contributes to international order.	それ 以上 に 、 人民 主義 の エピソード は 、 国家 発展 の 役 に も 立た ず 、 国際 秩序 へ の 貢献 に も なら ない 、 潜在 的 な 不 安定 の 兆候 で ある 。
Austria paid a price for its Haider interlude, and France did not exactly benefit from the runoff between President Jacques Chirac and Le Pen in the last Presidential election.	オーストリア は 幕間 的 な ハイダー 政権 へ の 代償 を 払っ た し 、 フランス は 前回 の 大統領 選 で 繰り広げ られ た ジャック ･ シラク 大統領 と ルペン と の 決戦 から 、 大して 利益 を 得 なかっ た 。
Is there a remedy?	救済 策 は ある か ？
Political parties have had a bad press in recent years, and there are good reasons for this.	政治 団体 は 近年 、 苦境 に 陥っ て き た が 、 それ に は 相当 の 理由 が ある 。
Still, they do fulfill a useful function by bundling interests and issues, thereby providing an element of stability in the political system.	それ で も 、 彼 ら は 関心 と 議題 を まとめ 、 政治 システム に 安定 要素 を 提供 し 、 有用 な 役目 を 果たす こと は 果たし て いる 。
Existing parties urgently need to recapture the support of citizens.	現存 する 政党 は 、 至急 、 民衆 から の 支持 を 再 獲得 する こと が 必要 で ある 。
To succeed requires programmatic clarity, organizational honesty, and an understanding of the concerns of societies that have lost their traditional structures.	成功 する ため に は 、 プログラム の 明晰 さ 、 組織 的 な 誠実 さ 、 そして 慣例 的 構造 を 失っ た 社会 の 関心 事 へ の 理解 が 求め られる 。
Those structures are gone forever, but a liberal-democratic order cannot succeed through situational politics built on popular resentments.	これ ら の 構造 は 永遠 に 失わ れ た が 、 自由 民主 主義 体制 は 、 人民 主義 的 不満 の 上 に 立つ 場面 対応 の 政治 を もっ て し て は 、 成功 し 得 ない 。
It requires a sense of the medium term and a commitment to rational debate of issues, for one tradition that can be revived – that of enlightened thinking – is the most important of all.	復興 できる 慣例 ひと つ （ 啓発 さ れ た 考え の もの ） が 、 最も 重要 で ある ため 、 ミディアム ･ ターム の 感覚 、 そして 理性 的 な 問題 議論 へ の 参加 が 必要 と さ れる の で ある 。
	
Preventing “Trump 2024”	「 トランプ 2024 年 の 再選 」 を 防ぐ ため に
NEW HAVEN – In his victory speech in November, US President-elect Joe Biden promised to reach across the aisle, work with Republicans, and unite the country.	ニュー ヘイブン 発 – 大統領 選 勝利 演説 で 、 ジョー ・ バイデン 次期 大統領 は 、 会派 を 超え て 共和 党 員 と 協力 し 国論 を 統一 する と 約束 し た 。
Two months later, outgoing President Donald Trump still has not conceded, and some of his loyalists reportedly plan to vote against the counting of Electoral College votes this week.	2 ヶ月 後 の 今 、 ドナルド ・ トランプ 大統領 は いまだ に 退陣 に 譲歩 し て おら ず 、 彼 の 支持 者 と 共和 党 議員 の 一部 は 今週 、 議会 で 選挙 人 投票 所 投票 の 集計 に 反対 票 を 投じる 手はず に なっ て い た 。 その 後 議会 を 占拠 し た 暴徒 の 振る舞い は 、 世界 中 に 報道 さ れ て いる 。
The effort won’t prevent Biden from being inaugurated this month, but it does demonstrate just how polarized the United States is – and the threat this poses to America’s democracy.	この 試み も バイデン の 今月 の 大統領 就任 を 防ぐ こと は ない と 祈り たい が 、 アメリカ が いかに 二 極 化 し て いる か を 示す もの で ある 。 世論 の 亀裂 が アメリカ の 民主 主義 に 空前 絶後 の 脅威 を もたらし て いる の で ある 。
To be sure, the US Constitution has proved hardy over the last four years.	この 4 年間 の 経緯 は アメリカ 憲法 が 堅 在 で ある こと を 示し て い た 。
Since the presidential election two months ago, Trump and his Republican allies have filed more than 50 lawsuits challenging the results.	2 ヶ月 前 の 大統領 選 以来 、 トランプ と 彼 の 共和 党 の 同志 ら は 、 選挙 結果 に 異議 を 唱え て 50 以上 の 訴訟 を 起こし て き た 。
They have lost all of them, with even the Supreme Court – which Trump has packed with right-wing justices – ruling against them.	しかし 、 トランプ が 右派 の 判事 で 埋め た 最高 裁 で さえ 、 判決 で トランプ を 見放し た の で ある 。
Nonetheless, the lengths to which Trump loyalists have been willing to go to for him, together with the support he still enjoys among voters, raise serious questions about the state of American society.	それ に も かかわら ず 、 トランプ 支持 者 たち が トランプ の 主張 を 援護 し 、 それ が また 有権 者 に いまだ に 支持 さ れ て いる こと は 、 アメリカ 社会 に 現在 深刻 な 疑問 を 投げかけ て いる こと を 示す 。
After all, polarization in America today is not fueled by disagreement over, say, which tax policies would do the most good for Americans and their economy.	さて 、 今日 の アメリカ の 二 極 化 は 、 どの 税制 が 国民 や 経済 に とっ て 望ましい か 最も 良い か 、 と いっ た 具体 的 政策 意見 の 相違 に よっ て 引き起こさ れ て いる の で は ない 。
Such debates are the lifeblood of democratic politics.	この よう な 議論 は 民主 主義 政治 の 生命 線 で ある 。
But they seem to have been abandoned in favor of disputes over reality itself – with deadly consequences.	しかし 、 具体 的 論争 は 、 現実 が 何 な の か と いう 論争 の 陰 に 隠れ て しまっ て いる 。 その ため に アメリカ 社会 は 大きな 傷 を 負っ て いる 。
Consider the COVID-19 pandemic.	新型 コロナ ウイルス の ケース を 考え て みよう 。
From the beginning, Trump played down the severity of the coronavirus, despite knowing better.	最初 から 、 トランプ は コロナ ウイルス など たいした こと ない と 主張 続け た 。
Moreover, he has repeatedly endorsed unproven treatments, while refusing to support the mandatory use of proven preventive measures, like mask wearing.	さらに 、 彼 は 繰り返し 医学 で 実証 さ れ て い ない 治療 法 を 支持 し て 、 マスク 着用 の よう に 実証 済み の 予防 法 の 強制 的 な 使用 を 支持 する こと を 拒ん で き た 。
Over 350,000 Americans have died.	その 結果 35 万 人 以上 の アメリカ 人 が コロナ ウイルス で 死亡 し て いる の で ある 。
Yet many of Trump’s supporters remain as loyal as ever.	しかし 、 嘘 を つく 政治 が 未だ うまく 通用 し て いる の で ある 。 トランプ の 支持 者 の 多く は 、 これ まで と 同様 に 彼 に 忠実 で ある 。
More than 74 million Americans voted for Trump in November, compared to 81 million for Biden.	11 月 に は 実 に 7400 万 人 以上 の アメリカ 人 が トランプ 氏 に 投票 し た の で ある 。 （ バイデン は 8100 万 人 だっ た 。
And, though Trump and his allies have put forward no evidence of electoral fraud, only one-quarter of Republicans say they trust the results of the recent vote.	） そして 、 トランプ と その 同士 は 、 不正 行為 の 証拠 を 何 も 無い の に かかわら ず 、 彼 の 言う こと を 信ずる 。 共和 党員 の 4 分 の 1 だけ しか 大統領 選 の 投票 結果 を 信頼 し て い ない 。
Yet this should not be particularly surprising.	しかし 、 トランプ の 過去 を 考える と 、 これ は 特に 驚く べき こと で は ない はず だ 。
From asserting that special counsel Robert Mueller’s investigation into Russian interference in the 2016 election “completely and totally exonerated” him to claiming that water-conservation restrictions force people to flush their toilets 10-15 times instead of once, Trump’s go-to strategy throughout his political career has been simply to make things up.	ロバート ・ ミューラー 特別 顧問 に よる 2016 年 の 選挙 へ の ロシア 干渉 に 関する 調査 で トランプ は 「 自分 は 完全 に 無罪 に なっ た 」 と 主張 し たり 、 また 環境 の ため 「 節水 制限 する と トイレ を 1 回 で は なく 10 ～ 15 回流 さ ざる を 得 ない 」 など と 主張 し たり する 。 トランプ の 今 まで の 常套 手段 は 、 単に でっち上げ 、 脅し 、 そして 借金 の 不払い 訴訟 で ある よう に 見える 。
Republicans have willingly echoed his lies, and conservative media have amplified and built on them.	共和 党員 は 彼 の 嘘 に 喜ん で 共鳴 し 、 保守 メディア は それ を 増幅 さ せ て き た 。
For the last four years, that job has fallen primarily to Fox News, Trump’s number one cheerleader and megaphone.	この 4 年間 、 彼 の 宣伝 は 主に トランプ の メガフォン 代わり の フォックス ・ ニュース に 委ね られ て き た 。
More recently, however, Trump has lashed out at the network, which he believes has been insufficiently loyal in its election coverage, and embraced even more extreme outlets, such as Newsmax and One America News Network.	しかし 最近 、 トランプ は 、 選挙 報道 に 十分 な 忠誠 心 が ない と フォックス に 怒り を ぶつけ 、 ニュース ・ マックス や ワン ・ アメリカ ・ ニュース ・ ネットワーク の よう な 、 より 過激 な 報道 機関 を 取り入れる よう に なっ た 。
Such media allies could pave the way for a political comeback.	この よう な メディア は 、 トランプ の 政治 的 カムバック へ の 道 を 開く 手段 と なり うる 。
Trump has already discussed running for president again in 2024, and there is speculation about his daughter Ivanka Trump’s political ambitions.	彼 は すでに 2024 年 に 再び 大統領 選 に 出馬 する こと を 検討 し て おり 、 娘 の イヴァンカ・トランプ 氏 の 政治 的 野心 に つい て も 憶測 が 飛び交っ て いる 。
But it doesn’t have to be a Trump who takes up the mantle of right-wing populism, nationalism, and authoritarianism in the US; a figure from outside the family could also emerge to fill this role, possibly much more deftly than Trump.	しかし 、 米国 に おけ る 右翼 ポピュリズム 、 ナショナリズム 、 権威 主義 の マント を 担う の は トランプ 氏 で ある 必要 は ない 。 彼 の 家族 の 外 から も 、 この 役割 を 担う 人物 が 現れる 可能 性 が あり 、 おそらく トランプ より も はるか に 巧妙 な の だ 。
The best way to mitigate this risk is to close the cognitive gap that is distorting US political discourse, returning Americans to a shared reality.	この リスク を 軽減 する に は 、 米国 の 政治 的 言説 を 歪め て いる 認知 的 ギャップ を 解消 し 、 アメリカ 人 を トランプ の 振りまく 虚構 から 共通 の 現実 に 戻す こと で ある 。
The question is how.	問題 は その 方法 で ある 。
After all, plenty of existing media outlets – including legacy newspapers like The Washington Post and The New York Times, as well as mainstream American television networks like CNN – already provide fact-based, data-driven journalism.	第 一 に 、 ワシントン ・ ポスト や ニューヨーク ・ タイムズ の よう な 伝統 ある 新聞 や CNN の よう な アメリカ の 主流 テレビ ネットワーク など 、 既存 の 多く の メディア は すでに 事実 に 基づい た 、 データ に 基づい た まとも な ジャーナリズム を 提供 し て いる 。
Many simply don’t listen.	嘘 の 世界 を 真 の 世界 に 戻す 正統 派 の 方法 だ が 、 問題 は 多く の 人々 が 耳 を 貸さ ない こと だ 。
Instead, Trump and his supporters decry the “mainstream media” for pushing a “liberal agenda,” which includes, for example, recognizing and exposing racial injustice and other forms of discrimination.	トランプ は 、 「 主流 メディア 」 が 過激 な 「 進歩 的 （ リベラル ） な アジェンダ 」 を 推し進め て いる と 非難 する 。
But this approach is only as radical as democracy itself, and has contributed significantly to American social progress, particularly since the civil rights movement of the 1950s and 1960s.	しかし 、 この アプローチ は 民主 主義 その もの を 推し進め て いる に すぎ ない し 、 その おかげ で 、 特に 1950 年 代 から 1960 年代 の 公民 権 運動 以来 アメリカ の 社会 進歩 に 大きく 貢献 し て き た もの に 他 なら ない 。
Even so, a significant share of people – especially those who benefit from biased systems – will resist social progress, regardless of how strong a case the media make for it.	メディア に うそ が あっ て も 、 たとえば 古い 差別 的 な 制度 の 恩恵 を 受ける 人々 は 、 メディア が どれ ほど 強力 に 社会 進歩 を 主張 しよう とも 、 それ に 抵抗 する だろう 。 その よう な 抵抗 を どう 排除 し たら よい で あろう か 。
And they will embrace political leaders and news sources that provide an alternate reality in which their position is rationalized, defended, and shared.	人びと は 、 自分 たち の 立場 が 合理 化 さ れ 、 擁護 さ れ 、 共有 さ れる よう な 代替 現実 を 提供 する 政治 指導 者 や ニュース ソース を 受け入れる よう に なる 。
This is hardly a uniquely American phenomenon.	これ は アメリカ 特有 の 現象 で は ない 。
In Japan, progress toward gender equality has been slow, despite the obvious benefits of increasing female labor-force participation amid rapid populating aging.	日本 で も 、 人口 の 高齢 化 が 急速 に 進む 中 で 女性 の 労働 力 参加 を 増やす と いう 明白 な 利益 が ある に も かかわら ず 、 男女 平等 に 向け た 進展 は 遅々 と し て 進ま ない 。
Nearly eight years ago, then-Prime Minister Shinzo Abe made policies aimed at reaping those benefits – dubbed “womenomics” – a pillar of his “Abenomics” strategy for economic revitalization.	8 年 近く 前 、 安倍 晋三 首相 （ 当時 ） は 「 アベノミクス 」 と 呼ば れる 経済 活性 化 戦略 の 柱 と し て 、 女性 の 活躍 の 恩恵 を 受ける こと を 目的 と し た 「 ウ ― マノミクス 」 政策 を 打ち出し た 。
But Japan still has a long way to go, owing largely to social resistance.	しかし 、 社会 的 な 抵抗 が 大きく 、 それ の 実現 に は 、 まだ 長い 道のり を 歩ん で いる 。
Overcoming such resistance to progress – in the US, Japan, and elsewhere – will require not just information, but persuasion.	アメリカ や 日本 で も その 他 の 国 で も 、 進歩 に 対する この よう な 抵抗 を 克服 する ため に は 、 意識 の 変革 だけ で なく 、 説得 力 、 政治 力 が 必要 と なる 。
Communication must be painstaking, non-threatening, and people-oriented, aimed not at telling people they are wrong, but at influencing how they perceive the issue.	コミュニケーション は 、 人々 に 報道 が 間違っ て いる こと を 伝える だけ で なく 、 人々 が 正しい 方向 を 認め やすく する よう な 、 忍耐 深い もの で なけれ ば なら ない 。 立場 の 違う 人びと の 間 で 、 両者 とも に 利益 を 得る よう な 、 ウィン ・ ウィン の 解決 法 を 見 出す の が 政治 家 の 役割 で ある 。
Biden cannot do this alone.	バイデン は これ を 単独 で 行う こと は でき ない 。
It must be a bipartisan effort, led by America’s most senior political leaders.	それ は 、 アメリカ の 有力 議員 の 協力 を 結集 し た 超 党派 の 努力 が 必要 と なる 。
Fortunately, the latest COVID-19 relief package, which passed with overwhelming bipartisan support despite Trump’s objections, offers reason for hope that this is possible. Whether such compromises will continue into Biden’s presidency remains to be seen.	幸い に も 、 最新 の COVID - 19 救済 パッケージ は 、 トランプ 氏 の 反対 に も かかわら ず 、 圧倒 的 な 超 党派 の 支持 を 得 て 可決 さ れ 、 大統領 の 拒否 権 も 無力 だっ た 。
Republicans and Democrats will never agree on everything, as well they shouldn’t: a vibrant democracy depends on spirited debate.	共和 党 と 民主 党 が 、 すべて の こと に 同意 する こと は ない だろう 。 しかし 、 経験 的 事実 に つい て は 同意 す べき で ある 。
But they should agree on empirical facts.	そう し て 初めて 、 彼 ら は 誠意 を 持っ て 政策 を 立案 し 、 広く 有益 な 妥協 点 を 見つけ 出す こと が できる で あろう 。
Only then can they devise policies in good faith, find broadly beneficial compromises, and protect US democracy from would-be authoritarians eager to exploit Americans’ cognitive divide.	そして 、 アメリカ 人間 の 現実 認識 の 分裂 を 利用 し て 独裁 制 に 類する 体制 を 作りだそう と する 民主 主義 の 敵 から アメリカ を 守る こと が できる で あろう 。
	
Putting Lebanon Together	レバノン に まとまり を
Today’s crisis in Lebanon is a crisis of the Lebanese state.	今日 、 レバノン で 起き て いる 危機 は 、 レバノン 国家 の 危機 で ある 。
It is this structural crisis that must be addressed if the violence is to stop.	暴力 を 食い止める に は 、 この 構造 上 の 危機 に 取り組ま なけれ ば なら ない 。
When Israel withdrew its forces from southern Lebanon in 2000, the international understanding was that the Lebanese government would re-assert its authority in the evacuated area.	2000 年 に イスラエル が レバノン 南部 から 軍隊 を 引き揚げ た 際 、 世界 は 、 レバノン 政府 が 撤退 後 の 地域 に おけ る 権限 を 再び 主張 する もの と 理解 し て い た 。
Hezbollah, which led the armed struggle against Israeli occupation, was to disarm and re-invent itself as a political force, representing the Shiite community that was historically marginalized by Lebanon’s ruling Maronite, Sunni, and Druze elites.	イスラエル に よる 占領 に 対する 武力 闘争 を 先導 し た ヒズボラ ( Hezbollah ) は 、 武装 を 解除 し 、 レバノン を 統治 する Maronite 、 Sunni 、 そして Druze の エリート 達 に よっ て 長らく 軽んじ られ て き た シーア 派 の コミュニティ を 代表 する 政治 勢力 と し て 、 生まれ変わる はず だっ た 。
None of this happened.	しかし 、 一 つ と し て 実行 は さ れ なかっ た 。
Instead of deploying its forces in southern Lebanon, the weak government in Beirut acquiesced in Hezbollah’s determination to turn the area into a staging ground for attacks against Israel.	ベイルート の 弱体 政府 は 、 南 レバノン へ の 兵力 配置 は せ ず 、 地域 を イスラエル 攻撃 の 足場 に 変える と いう ヒズボラ の 決定 に 、 黙っ て 従っ た 。
Over the last six years, Hezbollah established a virtual state-within-a-state: its militia became the only military force in southern Lebanon, setting up outposts along the frontier with Israel, sometimes only a few meters away from the border.	この 6 年間 で 、 ヒズボラ は 国家 の 内 の 国家 と いう 虚像 を 打ち立て た ： レバノン 南部 に おけ る 唯一 の 軍 力 と なっ た 民兵 が 、 イスラエル と の 第 一 線 に 前哨 部隊 を 組み 、 場合 に よっ て は 国境 から 数 メートル の ところ まで 近づく こと も ある 。
Occasionally, Hezbollah shelled Israel, and its leader, Hassan Nassrallah, continued his blood-curdling invective, not only against Israel and Zionism, but against all Jews.	時折 、 ヒズボラ は イスラエル を 砲撃 し 、 その 指導 者 ハッサン ・ ナスララハ ( Hassan Nassrallah ) は 、 イスラエル と シオニズム のみ なら ず 、 全て の ユダヤ に 対し て 、 恐ろしい 罵詈 雑言 を 浴びせ 続け た 。
UN Security Council resolution 1559, which explicitly called for the disarming of all militias and the reassertion of Lebanese government authority in the south, went unheeded.	全 民兵 の 武装 解除 と 、 南 に おけ る レバノン 政府 の 権限 の 再 主張 を 明示 的 に 求め た 国連 安全 保障 理事 会 決議 1559 は 、 無視 さ れ た 。
After the much-heralded “Cedar Revolution” of 2005, Hezbollah even joined the Lebanese government, while at the same time maintaining its armed militia and control of the south.	2005 年 、 盛ん に 報じ られ た 杉 革命 ( Cedar Revolution ) の 後 、 ヒズボラ は 、 武装 民兵 を 維持 し 、 南 を 支配 し ながら 、 同時 に レバノン 政府 に まで 参加 する よう に なっ た 。
Israel, for its part, still reeling from the trauma of its ill-begotten war in Lebanon in 1982, chose not to respond to Hezbollah’s attacks and hoped that the attacks would not escalate.	イスラエル と し て は 、 1982 年 に レバノン で 起こっ た 、 悪化 を もたらし た 戦争 の トラウマ に よろめき ながら も 、 ヒズボラ の 攻撃 に 反応 を 示さ ない 道 を 選び 、 攻撃 が エスカレート し ない こと を 願っ た 。
Yet such absurd situations tend to explode, as occurred with Hezbollah’s abduction of two Israeli soldiers within Israeli territory.	だ が 、 不 条理 な 状況 は 、 ヒズボラ が イスラエル 領 内 で イスラエル 兵 二人 を 誘拐 し た こと に 見 られる よう に 、 激化 する ばかり で ある 。
The continued existence of Hezbollah’s illegitimate state-within-a-state can no longer be tolerated.	もはや 、 ヒズボラ に よる 違法 な 国家 内 の 国家 の 存続 は 、 黙認 でき ない 。
Yet Lebanon itself is too weak to assert its sovereignty.	しかし レバノン 自体 が 、 虚弱 すぎ て 主権 を 主張 でき ない の だ 。
On the other hand, Israel will not allow Hezbollah to re-establish itself along its border, or to maintain its missile capability.	また 一方 で 、 イスラエル は 、 国境 沿い に おけ る ヒズボラ 再建 、 あるいは ミサイル 戦争 能力 の 維持 を 許さ ない だろう 。
To achieve any reassertion of effective Lebanese sovereignty in southern Lebanon, a robust international effort is needed, beyond the current hand wringing and rhetoric.	レバノン 南部 に おけ る レバノン 主権 有効 を 再 主張 する ため に は 、 現状 で 交わさ れ て いる 握手 や 演説 以上 に 、 強く 国際 的 な 働きかけ が 必要 で ある 。
The main elements of such an international solution are the following:	国際 的 解決 の 主要 素 と は 、 次 の とおり で ある 。
To succeed, this force must act very differently from the UN’s previous failed efforts in Lebanon.	成功 する ため に 、 この 部隊 は 、 以前 失敗 し た レバノン に おけ る 国連 の 尽力 と は 、 全く 違う 行動 を し なけれ ば なら ない 。
The existing UN force in southern Lebanon, UNIFIL, is a sad joke.	レバノン 南部 に 現存 する 国連 軍 、 UNIFIL は 散々 だ 。
Like the UN presence in Srebrenica during the Bosnian war, UNIFIL has given the UN a bad name: it never stopped terrorists from attacking Israel, nor did it stop the Israeli invasion of Lebanon in 1982.	ボスニア 戦争 中 の スレブニツァ に 駐留 し た 国連 軍 と 同じ よう に 、 UNIFIL は 国連 に 悪評 を もたらし た ： テロリスト に よる イスラエル 攻撃 を 一 度 も 食い止め られ ず 、 1982 年 の イスラエル に よる レバノン 侵略 を 止める こと も でき なかっ た 。
What is needed is a military delegation that has a clear mandate to use force.	必要 な の は 、 明白 な 力 の 行使 権限 を 持つ 、 武装 派遣 団 で ある 。
It should be international, with the UN’s blessing, but it should not be a UN force.	それ は 、 国連 の 賛意 を 得 た もの で 、 国際 的 で ある べき だ が 、 国連 軍 で ある べき で は ない 。
It could be based on NATO capabilities, with a strong European ingredient.	それ は NATO の 戦争 能力 を 母体 と し 、 強い ヨーロッパ 的 な 構成 要素 を 持つ もの で あり 得る か も しれ ない 。
To add legitimacy for its delicate mission within an Arab country, soldiers from Morocco, Saudi Arabia, and perhaps Pakistan, should be added.	アラブ の 一 国 内 に おけ る 、 慎重 な 扱い を 要する ミッション に 正当 性 を 加える ため に 、 モロッコ 、 サウジアラビア 、 そして おそらく パキスタン から の 兵士 も 加え られる べき で ある 。
The mission of such a force should be to help deploy – by force, if necessary – the Lebanese Army in southern Lebanon, to participate in disarming Hezbollah, and to patrol the Israeli-Lebanese border, ensuring that no incursions take place from either side.	この よう な 部隊 の ミッション は 、 ヒズボラ の 武装 解除 に 参加 する ため に 、 レバノン 南部 に おけ る レバノン 軍 の （ �� 要 と あら ば 、 力 に よる ） 配置 を 援助 し 、 いずれ の 側 から の 襲撃 も 起き ない 状態 を 確保 する ため に 、 イスラエル と レバノン の 国境 を 警備 する こと で ある べき だ 。
Last but not least: it is not widely known that one anomaly of Lebanon’s status until this very day is that Syria has not fully recognized its existence as a sovereign nation (in Syrian school textbooks, Lebanon figures as part of Greater Syria).	最後 に なっ た が 大切 な こと は 、 今日 に 至る まで 、 シリア が レバノン の 主権 国家 と し て の 存在 を 完全 に は 認め て い ない 、 と いう レバノン 事情 の 異例 が 、 広く 知ら れ て い ない こと で ある （ シリア の 学校 の 教科 書 に は 、 レバノン は 大きな シリア の 一部 と し て 描か れ て いる ） 。
Consequently, there are no normal diplomatic relations between the two countries – no Syrian embassy in Beirut and no Lebanese embassy in Damascus.	つまり 、 これ ら 2 国 の 間 に は 、 通常 の 外交 関係 が 存在 し ない の だ － ベイルート に シリア 大使 館 は なく 、 また 、 ダマスカス に レバノン 大使 館 は ない 。
This is absurd and dangerous, and the hapless Arab League has never truly addressed it.	これ は 、 不 条理 で 危険 な こと で あり 、 不運 な アラブ 連盟 は 、 この 状態 を 真 に 目指し た わけ で は なかっ た 。
To bolster Lebanese independence and security, and in line with UN resolution 1559, which brought about the withdrawal of Syrian forces from Lebanon, Syria should be pushed to recognize Lebanon’s sovereignty and independence.	レバノン の 独立 と 安全 を 支持 する ため に 、 そして シリア 軍 の レバノン から の 撤退 を もたらし た 国連 決議 1559 に 沿う よう に 、 シリア に よる レバノン の 主権 と 独立 承認 が 促さ れる べき で ある 。
Hezbollah’s existence as a mini-state in southern Lebanon is a flagrant violation of Lebanese sovereignty.	ヒズボラ の レバノン 南部 に おけ る 小 国家 と し て の 存在 は 、 紛れ も なく 、 レバノン 主権 の 侵害 で ある 。
That vacuum of legitimate authority created the present crisis, and it must be extirpated.	その 正当 な 権限 が 空虚 で あっ た こと が 、 現在 の 危機 を 生み出し た の で あり 、 これ は 根絶 さ れ なけれ ば なら ない 。
Lebanon itself cannot establish its sovereignty in the country’s south, and Israeli military force is incapable of doing it.	レバノン 自体 が 南 地域 に おけ る 主権 を 打ち立てる こと が でき ず 、 イスラエル 武装 軍隊 も また 、 それ を 成し遂げ られ ない 。
Empty words from St. Petersburg, Brussels, or UN headquarters will not suffice, nor will a mere ceasefire, as that would simply return the area to square one.	サンクト・ペテルブルク 、 ブリュッセル 、 あるいは 国連 本部 から の 空虚 な 言葉 で は 足り ず 、 また 、 停戦 だけ で も たり ない 。 それ ら は 単に 、 地域 を 四角 に 戻す だけ に なる で あろう 。
Instead, fundamental change is needed.	代わり に 必要 な の は 、 根本 から の 変革 で ある 。
Only an effective military force, with international legitimacy, can supply it.	国際 的 な 合法 性 を 持っ た 、 有効 な 軍 力 だけ が 、 これ を 供給 できる 。
Otherwise, we are all condemned to the continuation of the present cycles of violence.	さも なけれ ば 、 現今 の 暴力 の 循環 が この 先 も ずっと 続く と いう 宣告 を 、 我々 全員 が 受ける の だ 。
	
Rethinking Sovereignty	主権 を 再考 する
For 350 years, sovereignty – the notion that states are the central actors on the world stage and that governments are essentially free to do what they want within their own territory but not within the territory of other states – has provided the organizing principle of international relations.	350 年 の 間 、 主権 ‐ 国家 が 世界 と いう 舞台 に おけ る 主役 アクター で あり 、 そして 政府 は 自国 の 領域 内 で は 本質 的 に 思う まま に 行動 する 自由 が ある が 、 他国 の 領域 で は その 自由 は ない と いう 観念 ‐ は 国際 社会 を 編成 する 上 で の 原則 を 示し て き た 。
The time has come to rethink this notion.	いま 、 この 観念 を 再考 す べき 時 が 来 て いる 。
The world’s 190-plus states now co-exist with a larger number of powerful non-sovereign and at least partly (and often largely) independent actors, ranging from corporations to non-government organizations (NGO’s), from terrorist groups to drug cartels, from regional and global institutions to banks and private equity funds.	現在 、 世界 に は 190 の 国家 ‐ そして 、 多数 の パワフル かつ 非 独立 、 あるいは 部分 的 に （ そして 多く の 場合 、 大 規模 な ） 独立 し た アクター と 共存 する 国々 が ある 。 その 形態 は 、 法人 から 非 政府 組織 （ NGO ） 、 テロリスト 団体 から 麻薬 組織 、 あるいは 地域 ・ 国際 機関 から 銀行 ・ 未 公開 株式 ファンド まで など 、 多岐 に わたる 。
